key_word,uid,avatar,author1,author2,like,followers,description
莆田市医学会,MS4wLjABAAAARTZ-rRfjBS4aCmiIK7Rcex9GOkqYfGrHc6irc4UX4TI,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-user-file_22b460315c837a0bcee6437a2aea38c7.jpeg?from=2956013662,莆田市动物保护协会,putianzhongr,158.4万获赞,12.6万粉丝,流浪救助V：cm12100722 动物保护理念：以领养代替购买。关于领养：免费领养，福建莆田同城，签订领养协议方便后期回访。异地需要车程到莆田亲自接送，不接受托运。
莆田市医学会,MS4wLjABAAAA1z-7MAvHCwqoYdnlvpIrW5XDK02Tapb8TEMk9PMiYHhO41iBsueVwii3L5Ju4DL-,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_2f6e436cc8723d44b6bd92bc8ad7f53b.jpeg?from=2956013662,莆田市鞋个鞋子店,dys2fyxb3ivx,78获赞,179.1万粉丝,莆田老板在线等你。
莆田市医学会,MS4wLjABAAAAQyBtKMe4wAiKAjyA2Zz35qtx1NxrDJ9WJif1MLcopD7B3C-qKD0ln0DiVByqeO5j,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_69226cea066e43f997c05e2712a2b2b9.jpeg?from=2956013662,莆田市鞋恒鞋服,87765823723,2.3万获赞,327.7万粉丝,老莆来我直播间
莆田市医学会,MS4wLjABAAAADHwlzRsSXrpg-WH-YGNM8Jfp_xyXuJYljeQHlIutr2VO9xFE6E7kz1sGeUTFf1ex,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_879b826803014215b5904ee417a9f040.jpeg?from=2956013662,莆田市鞋圈鞋服,41689775801,1.3万获赞,420.2万粉丝,此用户没有填写简介
莆田市医学会,MS4wLjABAAAAiEaA-_NtVhbfJtU61n890i9bs0DuiGRfQLg20TcRqpA,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_26d5b904d94642db9cc437d1062b715e.jpeg?from=2956013662,莆田市理工学校,378419721,23.6万获赞,5.6万粉丝,莆田市理工技术学校系福建省人社厅批准的一所全日制省达标中等职业技术学校，学生列入国家统一招生计划。学校新校区坐落在莆田市华林园区(莆田城厢区荔华西大道2766号)，交通便捷，教学设备先进，环境优雅，是莘莘学子读书求技能的理想乐园。
北京金风公益基金会,MS4wLjABAAAA3C7DjWxhBe46PV17Eovs-5xUDBZcENalYYRtQpqCwzk8IfkkUqETLPAahambVt4h,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_859e484b99648c0d0979ec324de2e846.jpeg?from=2956013662,金风科技,dyhxohwfkrgo,11.3万获赞,7.4万粉丝,可持续 更美好
北京金风公益基金会,MS4wLjABAAAAXE4x9gfQSSyExKrbAseQKtP-pyXw4HNe2kHIrP8zwEg,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_df1bfcca51d5bb38c700e6b56e2e3412.jpeg?from=2956013662,金风文化,jinfengkeji,3.8万获赞,2.1万粉丝,金风科技企业文化宣传抖音号投稿请直接主页点击联系电话
北京金风公益基金会,MS4wLjABAAAAUaQ0jcW4JjsXeDEx6Rg9bD-yeWM89tqDcY-89prHuq0FNHYOGbENk4x-De2BcNq_,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_a60814d565a279c4c011df1ca0ccde60.jpeg?from=2956013662,金凤区禁毒委员会,2214770643,49.2万获赞,30.4万粉丝,金凤区禁毒委员会，禁毒和你在一起
北京金风公益基金会,MS4wLjABAAAAALEvdh-xTF_7vpLVZ2kfBlAHGrqaLA6Oiu201pJT7Bg,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_e0a3f934070443ea85b82c023215fbf5.jpeg?from=2956013662,谢金凤生猪调运,Xf15872339280,500.0万获赞,33.5万粉丝,本人一线从事生猪行业十余年，在养殖、生猪调运、屠宰等全产业链积累了深厚的产业经验和广泛的人脉资源！金凤卖猪，让你的猪M个好价，让收猪贸易商收到货对版的猪！你有生猪我有价，卖猪买猪闯天下！抖音关注我，带你了解最新猪价行情
北京金风公益基金会,MS4wLjABAAAAzV_QRRtFLGlYJaQ-niFTUwM5l28pLc_fzkZyeH7P1KI,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2e13b00070cf5a0c483e4.jpeg?from=2956013662,金丰盛,tianjiuniuge,3.2万获赞,13.8万粉丝,天九牛哥
茂名市茂南区石化幼儿教育管理中心文明幼儿园,MS4wLjABAAAAlv8cwLadb6G-hG_h5RASECjB9FH-rr8ukFsBi10KeAo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_30e210003563f589a0b8a.jpeg?from=2956013662,茂名市茂南区梧桐树幼儿园,1628850162,1.2万获赞,1543粉丝,梧桐树幼儿园位于茂名市茂南区建设路324号，环境优美，师资完善，整体建筑面积达到4800平方米，设有多种功能室与宽敞的户外活动场所。我们以“五育并行，多元成长”为办学宗旨，以培养孩子的德、智、体、群、美全面发展为教学方向。特色课程有：幼儿英语、奥尔夫音乐、感统训练、少儿足球、美术、花式篮球、快乐体智能、少儿舞蹈等。
茂名市茂南区石化幼儿教育管理中心文明幼儿园,MS4wLjABAAAAuqUwTuQ5jBkBKDfhaG89ZeNU3k8Dl3_0p9q4cDkSehmVtx42Vg4hQ5Sj9rxTgwkn,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_091ec0580b1e4b93ac1aab6bbd483743.jpeg?from=2956013662,茂名市茂南区艾乐幼儿园,aile15820198999,3408获赞,515粉丝,以爱之名，不止于爱
茂名市茂南区石化幼儿教育管理中心文明幼儿园,MS4wLjABAAAAFUNekiPaS6U_1TNK_cN-AfnME6WShgyaOWbQvEhjfWk4A-dnUhkUMcwKATJE5kq2,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_5ba55b69ff6243f3807abf12635186a5.jpeg?from=2956013662,幼儿园教育,yueliang594501,30.5万获赞,4.2万粉丝,幼教工作者一枚所有内容都有完整版/电子档需要可找我聊天哦文案裙＋卫信: 1216059858
茂名市茂南区石化幼儿教育管理中心文明幼儿园,MS4wLjABAAAA3V69LvvsPOtpaBgQATumSiFkzy1lY6SxEoOL9KHNYlY9qS7lHYx16HOW54QBPFFl,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_31724000804b499927ad2.jpeg?from=2956013662,茂名市茂南区春雨学校,Lee83,7065获赞,1130粉丝,茂名市茂南区春雨学校，本校建于2003年，占地15亩，是教育局重点审批建设的九年一贯寄宿制专门教育类型学校。
茂名市茂南区石化幼儿教育管理中心文明幼儿园,MS4wLjABAAAAwUzgL1iuHbRbdaUZSJ4OHGbMws_J9oovDmTrYgORVDU,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_87bb9a2cd0234e79a1343b5216484942.jpeg?from=2956013662,教育（幼儿园）,WDJY6666520,1.2万获赞,1348粉丝,这里是孩子的启蒙乐园，分享与孩子们共同成长的点点滴滴……
宿迁市风景园林协会,MS4wLjABAAAAnoegxZ5Ksot_LOT5vPeHGBaKFfwdH5Jg0t0f-tz9laBAp0paVsx0nrHi0RwXp3Yi,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-user-image-file_47ab8b5cade4947dfa5752c39254c727.jpeg?from=2956013662,宿迁吉圭绿化园林有限公司的小店,95498233082,3.9万获赞,9592粉丝,此用户没有填写简介
宿迁市风景园林协会,MS4wLjABAAAAnzdOs29YawZPJeXmO-KHXGzqUE_evV_Krz5xgsAjAMo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_e7a051df7dbda5d53ec361150cee919f.jpeg?from=2956013662,宿迁梵霖园林绿化工程有限公司,ig9777,93.9万获赞,12.9万粉丝,本基地长年 出售 各种 花卉 绿化 苗木专注 庭院景观 园林 绿化 工程 欢迎 各位朋友 来电咨询
宿迁市风景园林协会,MS4wLjABAAAAWRvvbb6dd6gJaLPFw5zyTKl-4HT_9ORY9hBmP-oJIWs,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_3f93087c16caded7994154d2e6bb5162.jpeg?from=2956013662,小郇园林,huan_Hik,516.6万获赞,20.8万粉丝,🪷 我叫 郇郇 （huan）嬛嬛 常年销售各种绿化竹子 沭阳天宇天和小区东门开了家“小郇土特产”沭阳铁甲志愿者协会成员所拍视频均是剧情、请勿当真愿世间美好与你 郇郇相扣私信和评论不能一一回复 请谅解 郇郇、
宿迁市风景园林协会,MS4wLjABAAAAVCRwsXc9Cmqrhe23qyatNApNkvgvVB-gLvOvb3mDFy0,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_a9e0dc9bf947c78ecd634b98914e2ecd.jpeg?from=2956013662,宿迁聚之森园林苗木有限公司,1794312577,6552获赞,1.8万粉丝,山上青松山下花花笑青松不如它有朝一日寒霜降只见青松不见花
宿迁市风景园林协会,MS4wLjABAAAAK1i7-7kJmkMULOfmjFf_DHSoIk4azffP6QB4sCwCd8c,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_354caa1b5ecf46d88e854c4d645afa2a.jpeg?from=2956013662,宿迁长景园林有限公司,1865093319,4.1万获赞,6659粉丝,本基地位于江苏省泗洪县界集镇，苗圃800亩，专业种植红榉树，超大株行距，冠幅优美！
北京区块链技术应用协会,MS4wLjABAAAASKVYD2bDwRzeCP34YBkMpG3z1e4DNGLYyJlIwAcS9dbNpIHQzBuXcr9kCQboi_VL,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_265b7be6a1f7a956d2d573c5a8621b4f.jpeg?from=2956013662,北京刑辩丁飞鹏律师,beijinglvshi,269.3万获赞,36.7万粉丝,【业务范围】：区块链、虚拟币、外汇、钱庄、司法处置、合规顾问、刑辩和疑难复杂民商诉讼。【承办】：交易所、OTC承兑和场外、跑分、车队，卡商卡贩、洗币、赌场、钱庄、矿机纠纷、骗币盗币、上分下分、银行卡解冻等案件数百件、涉案资产数百亿美金。【办案范围】：团队大本营在北京，全国办案。丁飞鹏，中共党员，北京链通律师事务所合伙人、主任，南京信息工程大学特聘教授，武汉大学研究生学历，江西云智大数据产业研究院法律专家，武汉大学北京校友会法学分会副秘书长。V：17896077186
北京区块链技术应用协会,MS4wLjABAAAAJ0Il0M3kmLMAXgviHc4BBKHjyifjKLyqc7TjIus3n2u6uxoDiGHP3LMTW3Ce5CF-,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_e2368386d7224bb982434565083075cd.jpeg?from=2956013662,夏,518Alan,59获赞,148粉丝,浙江省区块链技术应用协会
北京区块链技术应用协会,MS4wLjABAAAAwUsoxp89k-U2-eXkv-sZlhBEPPmKp6m3CGeszqke4I2coOO7aMM7IXJKJA1c5AFU,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-web-image_32e65bfbec2f93a79966d3fe2d9eeddc.jpeg?from=2956013662,上海区块链技术协会,shbta,1034获赞,684粉丝,我们是引领区块链行业的标杆市级协会全国300多家会员单位，129名政产学研用智库专家为100+企业解决数字化转型方案主办全球大型科技盛会，直播数据破千万累计促成100+企业达成订单、投融资服务区块链应用操作员职业技能等级认定证书考试 认定机构区块链唯一科技评价机构资质
北京区块链技术应用协会,MS4wLjABAAAAH9f8QQE-DuvCyCp8ys7xbRQ2EFvmAf9JEppYZf9561vxDdUAlbnhspp5hjauY7e-,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_409c909a99228d9ae804689ecddf7ac7.jpeg?from=2956013662,北京链通律师事务所,VX..liantong717,1.4万获赞,1866粉丝,北京链通律师事务所的业务方向为区块链技术应用、互联网科技、外贸外汇、数字金融、网络犯罪等领域的刑事辩护（组织领导传销罪、非法集资、掩饰隐瞒罪、非法经营罪、集资诈骗和开设赌场罪等），银行卡解冻（含平台账户解冻），民商事纠纷与维权，虚拟资产司法处置合规，海外合规（含主体注册、牌照申请、政策监管调研），常年法律顾问业务，和其他非诉业务等。
北京区块链技术应用协会,MS4wLjABAAAAYFou2bOSiZLn9vzLj6_uP_hM8gz4nlw8j6KK5yWVQew,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2e161000792981ff4d65f.jpeg?from=2956013662,西链协,xbaachina,204获赞,138粉丝,西安市区块链技术应用协会官方账号
商洛市核桃产业协会,MS4wLjABAAAAz5zeUM1Br5ZJ6qxRQ42KVN3OcSpP4mxc9nnm6qSYetU,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_a9e75e9ca249ec57189540cdd02a23f1.jpeg?from=2956013662,商洛核桃产品,shxshlpgy,224获赞,316粉丝,来自核桃之都、气候康养之都，秦岭山珍 、商洛核桃致力于商洛核桃的宣传推广及加工，为商洛核桃事业献出一份力量。
商洛市核桃产业协会,MS4wLjABAAAA74i3NPiHImkxFrQrgAejFqCEMtTjb8HVpod1Xmt2xi4,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_1763985412b64e048ea5248f065ff184.jpeg?from=2956013662,商洛核桃,1460797214,2.2万获赞,2769粉丝,我很简单，谁对我好我就加倍对谁好
商洛市核桃产业协会,MS4wLjABAAAAxmqr4DQwhHM8kt2X3335Ogpl73eXNRr7Ob7McUgAj_M,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_f391328edacb4e02bef0d7edddabe06f.jpeg?from=2956013662,陕南核桃哥袁芳齐,shangluohetao,8.3万获赞,1.6万粉丝,()抖音记录美好生活()我来自陕西商洛秦岭大山里()通过短视频展示原生态农产品()宣传家乡不忘初心（直播见）()陕农优品推荐官()三农自媒体
商洛市核桃产业协会,MS4wLjABAAAAxtGraU3eIsPoHCbm91VOPmGY9CP8zPUkk_MKEru7UZY,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_851a4d734bd642999d31722e16ae2180.jpeg?from=2956013662,商洛核桃站,47276958386,588获赞,171粉丝,此用户没有填写简介
商洛市核桃产业协会,MS4wLjABAAAAqXye2LNP5Ql23UQ4DLSpYqqRBvSk_Xpk87uDInPRF7o,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_1e0a50007bf171ffd3b00.jpeg?from=2956013662,盛大红仁核桃,2229377434,1.3万获赞,2904粉丝,商洛盛大实业股份有限公司专注于核桃壳精深加工，红仁核桃引进繁育推广，红仁核桃引进国内第一人
徐州市云龙区大郭庄街道兴云友扇健身中心,MS4wLjABAAAAaYBCi7-yZfZC-EXufioXhavK5w7jDodsFjbDK-Y9tcg,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_04816761a80d4ffda748457c21df189d.jpeg?from=2956013662,徐州云龙区大郭庄拆迁,dyzcdxoi1941,7.7万获赞,1427粉丝,热爱祖国，热爱党
徐州市云龙区大郭庄街道兴云友扇健身中心,MS4wLjABAAAATqW6BnzNH1EvHp5qLJbAkDyI0tEgcBn91aLUlFjHVlL0irxkeMFi-CtA6GbvrnDL,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_3453f2e488304181a93027bff48c6bb6.jpeg?from=2956013662,云龙区,dyoqkwu8gnj9,2.4万获赞,774粉丝,此用户没有填写简介
徐州市云龙区大郭庄街道兴云友扇健身中心,MS4wLjABAAAAbGoQ5ZIgmN-C0Majup1m2e73MIvOyipZwdq1kKqHPwo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_4e7d2b33a7104529865ecd9ca46bdd40.jpeg?from=2956013662,云龙区,96743034,3375获赞,1102粉丝,此用户没有填写简介
徐州市云龙区大郭庄街道兴云友扇健身中心,MS4wLjABAAAAgR7WZAgJs3k0dwn1lRZBxturUNj-2a-CNIJOIF3ref8,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_710f5ac5c167ce56ff200cdb0d3db3a6.jpeg?from=2956013662,云龙山庄,damei000777,7.0万获赞,5573粉丝,云龙山庄
徐州市云龙区大郭庄街道兴云友扇健身中心,MS4wLjABAAAAFge6gAN_BLCFuoiBucSfYrwXtsBea7aCZD1FRZqFh78,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_d199acaf9ed3468587135e666dbb2257.jpeg?from=2956013662,徐州市云龙区,dyo1i5pn24g9,496获赞,57粉丝,此用户没有填写简介
雅安市名山区溪河养老服务中心,MS4wLjABAAAANpzemhp1helDpdvjw2EJIDcFavBxGZRMBkkAW-wV2XxiDQNzp9jh2TJ3ET9v7Kq0,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-user-file_c31274fb01c93b978c9edb2f1260a149.jpeg?from=2956013662,四川，雅安，名山区中峰镇三江坝九哥,dy5v8qu80vuw,5074获赞,991粉丝,九哥
雅安市名山区溪河养老服务中心,MS4wLjABAAAA6sPOPpa52XqLlHNgUxeNYYEJd4YJO5QYkHKDHgCEGyQ,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_31ccc00001d7257e6341c.jpeg?from=2956013662,四川寿乐康养老服务有限公司,Shoulekang999,2.7万获赞,1.4万粉丝,孝.爱传递，我们一起努力把中国传统文化传递下去
雅安市名山区溪河养老服务中心,MS4wLjABAAAAYbW-V9u5xUJHAEvQd8l2LEQHXIOnkjxHv2k7ecBdbmI,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-user-private-image_e1d13f064209dfa29228f6a56d5fb512_4041234461268.jpeg?from=2956013662,雅居养老服务中心,yajuyanglaof50,7.1万获赞,1.1万粉丝,欢迎入住雅居养老服务中心一切为了老人为了老人一切快乐养老品质养老口碑比赚钱重要100倍
雅安市名山区溪河养老服务中心,MS4wLjABAAAAmjcCSOuQIbxZDBeSJL0anyn8a8H_Wd6e8GtaNUHoQlqLrDxn5ynSik6tqKML2GvK,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_62c0734dba8544adb91761e4c292a106.jpeg?from=2956013662,寿山福海养老服务中心,ssfh88993621,4.3万获赞,9489粉丝,五星级养老机构连锁品牌寿山福海更懂中国老人入住咨询请私信哟~
雅安市名山区溪河养老服务中心,MS4wLjABAAAABwD7Vy1AD1KiMpxYRu3vKyx31O4HwR4cmbx1W-yOpSo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_ddcc5a29fb8f40d082dce128cf6a74be.jpeg?from=2956013662,竹市养老服务中心,dya6mo0zkhmj,5806获赞,2290粉丝,养老服务 湖南梦故乡竹市养老服务中心位于竹市镇三二0国道旁(原竹市收费站）大院内，一家专注失能失智、高龄老人、残疾人等照护的护理型服务中心。养老服务中心共开设床位50余张，护理楼一、二、三楼分区设立长者居住区。内设有独立洗漱卫生间、公共洗漱卫生间、电梯、消防楼梯、洗衣房、护工室；房间内配备有功能性护理床、空调以及一键呼叫系统；室外、卫生间、楼梯间安装了无障碍扶手，24小时监控系统等设备
平昌县老年人协会,MS4wLjABAAAAjT_uzQRQVrYIRdzdb-XR7PxGmAU3BoQ6JIe_ZMNy5LE,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_b896f584ac704c73ae5a324d624e2fd9.jpeg?from=2956013662,平昌县融媒体中心,pcxrmtzx,1327.6万获赞,32.7万粉丝,HI，我是平昌县融媒体中心官抖有什么需要帮助的地方，可以直接私信哦~
平昌县老年人协会,MS4wLjABAAAAFeYOdo-gnG7L0HQ2hCKT9QZ8HN79yFkbl7_i4dM3HNGLIqed-WWkH0mA1RgSnlMm,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_cb699bec383b49148554a4714479856f.jpeg?from=2956013662,老年协会,38740561788,2100获赞,925粉丝,敬老从心开始，助老从我做起
平昌县老年人协会,MS4wLjABAAAABksOpQPJU82TNXf5ugbUuLdUnulkrAqz0MzKcXBCTelU5dCjrsW9FTfjwQsUw6TZ,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_17ce5d94de3c44168cdd9c43d6662c29.jpeg?from=2956013662,老年协会,dyiywe27ni9v,843获赞,494粉丝,此用户没有填写简介
平昌县老年人协会,MS4wLjABAAAALHDXoD6v4rsQ7cpR__IfX0yoUMK-SpRvFuIwVBsfrWw,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_800322bea2cc4401959185d8872fbed4.jpeg?from=2956013662,平昌,pingchang49612,3951获赞,424粉丝,此用户没有填写简介
平昌县老年人协会,MS4wLjABAAAA0udj7lrgFoG2EI0E5zLeS09vVELK7oW2nKhBi6A614b1Ye5dmNJES6OeXyGC0ykZ,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_953d30248c2aa7a2097323246c552a6b.jpeg?from=2956013662,老年协会,dy1c2opqly031,966获赞,65粉丝,此用户没有填写简介
深圳市花卉协会,MS4wLjABAAAA1_G0bvlt_SUT84ucrLiFlAfJAuIVyvFHG8vkmjJCdF6SRIJXQnusbf8oymYZASgC,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_6aab041dff59dc5dceb4eb4c1d23a0de.jpeg?from=2956013662,东昇花卉,Dongsheng7003,16.9万获赞,14.1万粉丝,绿植爱好者 卖花的老板娘 分享养护经验直播时间：早上11点 晚上九点感谢抖音 用视频记录奋斗的生活脚踏实地 坚守品质任何售后问题可以直接私信联系我
深圳市花卉协会,MS4wLjABAAAAoHMWVn6L6imCyW_wCT0G-yvPHceaXS0w5b2epvgxpqY,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_b50a543d5f444d3163c61c01ddda84ea.jpeg?from=2956013662,深圳华辉大人力资源,Huahui__HR,12.7万获赞,7.2万粉丝,英雄不问出处，普工也有出路。找工作请点头像，右边私信按钮私信必回，更多招工信息，更多好厂选择
深圳市花卉协会,MS4wLjABAAAA9QL2KPTWkcZdX6kupgSkru1DOmRXCIrQtd-GhW3inNGfxrQoWSuXsI9U4WU2N54H,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_f3ad460606db024160050d1b850fa76f.jpeg?from=2956013662,海螺花卉,v15987153149,17.3万获赞,11.8万粉丝,每天晚上9点左右直播，品牌基地A级稀有品种玫瑰百合等现场秒，保证品质保证售后，顺丰物流有保障
深圳市花卉协会,MS4wLjABAAAAdOaT_5ReiFUNlUKoxoI3ekst5cnUQUPzgLq6t-T7X2c,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2f72b0005ea5686d7d51f.jpeg?from=2956013662,深圳市绿景园林花卉有限公司,VV18603032853,13.3万获赞,4.0万粉丝,喜欢收集各种进口品种太阳花，抖音会不定时分享，喜欢的可以关注下，也会不定时分享其他品种。每次分享都是对接自家花友，价格低不是针对任何同行，也不是天天都分享，望友友们理解！
深圳市花卉协会,MS4wLjABAAAAogb9zqqppjnhwQ3qZO6Bf4P8qs4GzzbUIv2qyzgzLOI,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_843b9fea2f3a4d139c192076e5c69748.jpeg?from=2956013662,小白家花卉,XBHH99,399.3万获赞,219.1万粉丝,现在直播号：花小派鲜花请你来这里找我哦
青海省文艺志愿者协会,MS4wLjABAAAAAByMl_1fAP_-ZHMXNij9q7Y2xiRFWAegG7Q4Y4SjeZkKygojxjnG_Bnf3VGukBXY,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-web-image_b3c69d24d7d1f42665f161c00c9561ee.jpeg?from=2956013662,青海省禁毒防艾志愿者协会,Q.H.A.A,7361获赞,853粉丝,非盈利公益组织
青海省文艺志愿者协会,MS4wLjABAAAA59crO4QRRf2mb5PEV_sOhMEKXeZMJzNf1OxGg94P7ms,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_456022d98318436aaabebad596b59f16.jpeg?from=2956013662,中国文艺志愿者,zgwlzyfw,42.3万获赞,8.3万粉丝,中国文艺志愿者协会官方抖音号
青海省文艺志愿者协会,MS4wLjABAAAAkoihOXQhmE5KSSZft0mS2d7EIg82vuDDbLKjGztTh6U,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_b6a0c2899ed74c32bfce22d56b1c22ff.jpeg?from=2956013662,青海省文化艺术职业学校,QHYXGFDY,1.2万获赞,1688粉丝,青海省文化艺术职业学校是我省唯一一所专业艺术学校，设有舞蹈表演、乐器演奏、声乐表演、美术绘画、学前教育等欢迎报考联系电话0971—6264284
青海省文艺志愿者协会,MS4wLjABAAAAagZSiGpVRGzeQ0idszHCu68dmqn49PWOxIAXHY6APds,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-web-image_9a42e3f6f52c57572ae21f28e803b282.jpeg?from=2956013662,青海民族大学青年志愿者协会,qhmzdxqnzyzxh125,6641获赞,1442粉丝,“奉献，友爱，互助，进步”
青海省文艺志愿者协会,MS4wLjABAAAAgISMrF2ubyBkz1tvqcx0ZS0aBNZK0RrqdE0AfhY4kZY,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_319f200037d7816b539c8.jpeg?from=2956013662,杭州市文艺志愿者协会,hzwyzyz,125获赞,94粉丝,此用户没有填写简介
四川大唐专修学院,MS4wLjABAAAAB5g3DoPvMJSOl7DKN0NApM9T6vUBwZNt764rxvMuOkM,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_aa5cf10208e39e1d9eb2628045de41ad.jpeg?from=2956013662,大唐·,wxr3699,1418.9万获赞,285.6万粉丝,此用户没有填写简介
四川大唐专修学院,MS4wLjABAAAAkjk6eFJGqc4qD2pEi4QCy0E8yTvUhj5deOOQtGxt0I0,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_21147ba0b9b904626d187a688c586137.jpeg?from=2956013662,中国大唐,cdtcdt,23.3万获赞,4.8万粉丝,为世界提供动力 为人类带来光明
四川大唐专修学院,MS4wLjABAAAAHxrnXURZqjzDIQvMHjksp8lJr3iwOwSbPjhrUD2X-jmNQ8FrsGh-FIz55vYLSpHh,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_8d1ce74455044c03a1559cb15ecd4ab8.jpeg?from=2956013662,四川大唐,sichuandatan63,2.2万获赞,1284粉丝,四川点江劳务有限公司
四川大唐专修学院,MS4wLjABAAAAcOsIN2fIowjoReKboLRC1YpXeJFmJAle0sulawGqTxc,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_0b1df7ee5a6fc07ca695e0d10c8d78c6.jpeg?from=2956013662,大唐传媒12345,664864438..,666.6万获赞,107.0万粉丝,感谢关注
四川大唐专修学院,MS4wLjABAAAAWSq0SyhXO3dyQllSRGXXzdv6uSvldIWU54dh7nV5XX0,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2ea2a000895b90f2e85ea.jpeg?from=2956013662,大唐芙蓉园,271461641,153.3万获赞,17.1万粉丝,春日里一起，漫游唐朝
